Race,Gender,Ethnicity,BeginDate,EndDate,LOS,AA,Wellness,SSM,VITotal,VIFamily,VISingle,VIHistory,VIRisk,VIDaily,VIWellness,VIFamilyUnit,Outcome,HousingPlacement,Family,JobPlacement,JobTraining,CriminalHistory,Issues,ChronicHomeless,CaseMgmt,PartnerServices,Recidivism,AgeEntry,AgeExit,IssueScore,CrimeScore,Exit,EarnedExit,BenefitsExit,PSH,HPOutcome
1,1,0,9/13/2011,11/9/2011,57,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,0,0,0,0,44,44,0,0,59.81,59.81,0,0,0
0,1,1,7/16/2013,10/10/2013,86,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,4,1,50,51,13,1,0,0,0,0,0
0,1,1,11/1/2011,11/14/2011,13,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,0,0,0,0,0,40,40,0,0,1600,1600,0,0,1
0,1,1,3/31/2011,3/26/2012,361,0,0,41,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,1,0,1,8,0,37,38,2,6,1900,1900,0,0,1
0,0,1,6/15/2011,9/15/2011,92,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,0,0,0,3,1,22,22,0,0,0,0,0,0,1
0,0,0,4/1/2011,2/7/2012,312,0,0,26,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,0,16,1,34,35,10,4,680,0,0,0,1
0,0,0,7/17/2012,7/27/2012,10,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,7,0,1,25,25,15,1,698,0,1,0,0
0,0,0,4/8/2011,4/15/2011,7,0,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,1,0,30,30,5,0,0,0,0,0,0
0,0,1,4/1/2011,4/18/2011,17,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,0,21,21,4,0,0,0,0,0,0
0,1,0,7/9/2011,7/28/2011,19,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,0,0,25,25,8,0,0,0,0,0,0
0,1,0,4/23/2011,1/3/2012,255,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,1,0,0,0,0,6,0,47,48,0,0,0,0,0,0,1
0,0,0,4/30/2011,12/7/2011,221,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,0,0,7,1,55,55,16,0,0,0,0,0,0
0,1,0,4/20/2011,9/21/2011,154,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,1,0,0,17,1,26,26,11,0,1700,1700,0,0,1
0,1,1,8/6/2011,11/29/2011,115,0,0,50,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,0,0,0,4,0,42,42,0,0,1700,1700,0,0,1
1,1,0,5/23/2011,11/22/2011,183,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,1,0,0,11,0,43,43,3,0,1200,1200,0,0,1
0,1,0,4/4/2011,6/29/2011,86,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,2,0,44,44,0,0,0,0,0,0,0
0,1,0,4/11/2011,4/20/2011,9,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,1,49,49,19,4,0,0,0,0,0
0,1,0,4/11/2011,5/21/2012,406,1,0,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,1,0,0,0,13,18,0,51,52,0,0,2500,2500,0,0,0
0,1,0,4/23/2011,9/27/2011,157,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,0,0,0,8,0,49,49,0,0,1285,0,0,0,1
0,1,1,8/25/2014,8/27/2014,2,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,1,39,39,23,0,0,0,0,0,0
1,0,0,4/7/2011,6/6/2011,60,0,0,36,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,3,1,48,48,5,0,1338,0,0,0,1
0,1,0,6/17/2013,8/31/2014,440,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,10,4,0,37,39,15,2,3500,3500,0,0,1
0,0,1,5/18/2011,12/6/2012,568,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,0,1,0,40,45,0,51,52,10,0,850,0,1,0,0
0,0,0,4/5/2011,5/10/2011,35,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,1,48,48,4,0,0,0,0,0,0
1,1,0,1/20/2012,2/1/2012,12,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,0,1,49,49,4,0,0,0,0,0,0
1,0,0,4/5/2011,10/12/2011,190,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,0,0,0,7,0,54,55,0,0,1280,1280,0,0,1
0,1,0,4/5/2011,5/19/2011,44,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,0,41,41,4,0,0,0,0,0,0
0,0,1,4/6/2011,5/10/2011,34,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,2,0,24,24,11,0,0,0,0,0,0
0,0,0,4/21/2011,1/27/2012,281,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,3,0,23,24,0,0,0,0,0,0,0
1,0,0,11/16/2011,6/12/2012,209,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,0,1,0,9,0,57,58,0,1,3833,3833,0,0,1
0,1,1,4/7/2011,4/14/2011,7,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0
0,0,1,8/26/2014,9/17/2014,22,0,0,-99,9,0,0,1,2,2,4,0,-1,0,0,0,0,0,1,1,0,1,0,22,22,5,0,0,0,0,0,0
0,1,0,6/4/2011,2/9/2012,250,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,0,4,0,50,50,4,1,760,0,0,0,0
0,0,1,8/9/2011,11/28/2011,111,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,0,0,10,1,31,31,18,2,600,600,0,0,1
1,0,0,4/8/2011,5/10/2011,32,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,1,46,46,11,1,0,0,0,0,0
0,1,1,5/14/2011,4/2/2013,689,0,1,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,1,0,0,0,24,0,42,44,0,4,580,580,0,0,0
0,0,1,4/8/2011,7/8/2011,91,1,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,3,0,22,22,0,0,0,0,0,0,0
0,1,0,4/8/2011,5/2/2011,24,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,0,50,50,4,0,0,0,0,0,0
1,0,0,5/4/2011,5/19/2011,15,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0
0,1,1,4/9/2011,5/7/2011,28,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,1,0,0,1,1,46,47,3,0,0,0,0,0,0
0,0,1,4/9/2011,5/7/2011,28,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,1,0,0,3,1,26,26,30,0,0,0,0,0,0
0,1,0,6/4/2011,6/23/2011,19,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,0,1,52,52,0,0,0,0,0,0,0
0,1,0,4/11/2011,11/8/2011,211,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,9,0,59,60,2,0,0,0,0,0,0
0,1,1,4/11/2011,7/8/2011,88,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,1,0,0,4,0,43,44,4,0,0,0,0,0,0
0,0,1,4/11/2011,7/27/2011,107,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,0,4,0,31,31,9,0,0,0,0,0,1
0,0,0,4/22/2011,5/6/2011,14,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,1,0,59,59,0,0,674,0,0,0,0
0,1,0,4/11/2011,8/1/2011,112,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,4,0,59,59,10,0,0,0,0,0,0
1,1,0,4/11/2011,7/12/2011,92,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,0,0,0,6,1,69,69,0,0,997,0,0,0,1
0,1,0,4/12/2011,5/1/2013,750,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,56,24,1,50,52,8,1,100,100,1,0,0
0,1,1,4/18/2011,12/17/2012,609,1,0,24,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,0,0,3,14,0,36,38,0,0,600,0,0,1,1
0,1,0,9/24/2013,10/1/2013,7,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,1,1,51,51,13,4,0,0,0,0,0
0,1,0,4/18/2011,1/31/2012,288,0,0,36,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,0,0,0,7,0,55,56,0,1,1230,0,0,0,1
0,1,1,4/27/2011,8/22/2011,117,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,0,0,4,0,22,23,0,6,0,0,0,0,0
0,1,0,5/31/2011,6/17/2011,17,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,1,1,44,44,13,4,0,0,0,0,0
0,1,1,4/4/2013,6/11/2013,68,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,1,0,40,40,0,0,1600,1600,0,0,0
0,1,0,2/9/2012,9/20/2013,589,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,1,1,1,0,35,13,0,36,37,0,3,0,0,1,0,1
0,1,0,4/13/2011,6/28/2011,76,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,0,0,0,2,0,36,36,0,0,0,0,0,0,0
0,0,1,8/9/2011,10/7/2011,59,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,1,0,2,0,33,33,0,0,0,0,0,0,0
0,1,0,4/14/2011,7/1/2011,78,0,0,26,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,0,0,0,3,1,53,53,0,0,1200,1200,0,0,0
0,1,1,4/14/2011,5/3/2011,19,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,2,0,56,56,4,0,0,0,0,0,0
0,1,0,4/16/2011,12/16/2012,610,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,12,0,58,59,9,0,1346,0,0,1,1
0,1,1,4/9/2012,4/12/2012,3,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,1,0,0,46,46,0,0,1200,1200,0,0,0
0,0,1,4/17/2014,9/15/2014,151,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,1,1,19,1,0,33,34,42,1,765,0,1,1,1
0,1,0,4/10/2012,11/20/2014,954,1,0,-99,9,0,0,1,2,1,5,0,1,1,0,1,1,1,1,0,44,23,0,59,62,6,1,2200,0,0,1,1
1,1,0,11/4/2013,12/17/2013,43,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,16,1,38,38,8,0,0,0,0,0,0
1,1,0,4/18/2011,5/8/2011,20,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,1,1,29,29,1,2,0,0,0,0,0
0,0,1,4/19/2011,7/1/2011,73,0,0,36,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,0,0,2,1,20,20,0,0,200,200,0,0,0
0,0,1,5/5/2011,8/28/2012,481,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,0,0,0,18,9,0,32,33,0,0,1767,475,3,0,1
0,0,1,10/24/2014,12/30/2014,67,0,0,-99,8,1,0,0,1,1,3,2,-1,0,1,0,0,1,1,0,5,2,0,35,35,10,3,0,0,1,0,0
1,1,0,4/18/2011,7/21/2011,94,1,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,0,0,0,3,1,37,37,0,0,0,0,0,0,0
1,0,0,4/18/2011,9/23/2011,158,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,1,0,0,0,11,0,43,44,0,1,0,0,0,0,0
1,0,0,8/24/2011,2/27/2012,187,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,0,0,0,4,1,0,47,47,0,0,755,0,0,0,1
0,1,0,5/2/2011,5/29/2012,393,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,1,1,0,0,4,15,0,36,37,0,1,2500,2500,0,1,0
0,1,0,6/6/2013,12/3/2013,180,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,13,0,0,61,62,2,4,1300,0,0,0,0
0,1,0,4/19/2011,5/4/2011,15,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,2,0,35,35,4,0,0,0,0,0,0
0,0,1,7/27/2011,8/8/2011,12,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,1,1,40,40,0,0,0,0,0,0,0
0,1,0,10/12/2011,12/29/2011,78,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,1,1,28,28,4,0,0,0,0,0,0
0,0,0,4/20/2011,5/28/2011,38,1,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,0,22,22,8,0,0,0,0,0,0
0,0,1,5/24/2011,7/11/2011,48,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,6,0,64,64,0,0,674,0,0,0,0
0,1,0,9/26/2011,6/11/2012,259,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,2,8,0,43,44,20,2,1000,1000,0,0,0
0,0,0,1/4/2013,6/3/2013,150,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,10,14,0,43,43,16,0,1200,0,0,0,1
0,0,1,4/20/2011,4/12/2012,358,0,0,23,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,0,4,6,0,23,24,5,3,800,800,1,0,1
0,0,1,4/21/2011,2/16/2012,301,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,1,0,1,0,0,56,1,34,35,10,0,0,0,0,0,0
1,0,0,4/21/2011,6/20/2011,60,0,0,42,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,0,0,2,0,28,29,0,0,800,800,0,0,0
0,1,0,5/20/2011,9/10/2011,113,0,0,39,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,1,0,1,0,0,3,0,54,54,1,0,923,800,0,0,1
0,0,1,4/22/2011,7/13/2011,82,0,0,27,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,1,3,0,56,56,0,0,674,0,0,0,0
0,1,1,4/22/2011,10/26/2011,187,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,0,0,0,8,0,34,35,0,0,0,0,0,0,0
0,1,0,4/27/2011,7/26/2011,90,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,0,0,4,0,23,24,0,0,0,0,0,0,0
0,1,1,4/22/2011,10/20/2011,181,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,0,5,1,48,48,6,1,1500,1500,0,0,0
1,1,0,4/23/2011,5/4/2011,11,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,0,0,0,0,1,0,68,68,0,0,700,0,0,0,0
0,1,1,8/15/2011,11/28/2011,105,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,1,0,5,1,34,35,15,4,600,600,0,0,1
0,0,0,5/21/2011,4/18/2012,333,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,6,5,0,53,54,4,0,895,200,0,1,1
1,0,1,5/4/2011,6/6/2011,33,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,0,2,1,32,32,0,6,0,0,0,0,0
0,0,1,1/9/2014,5/14/2014,125,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,1,0,14,0,42,42,12,4,0,0,0,0,1
1,1,0,4/26/2011,12/24/2012,608,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,0,10,0,59,60,8,5,698,0,0,0,1
1,1,0,4/20/2012,6/13/2012,54,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,3,1,56,56,40,0,0,0,0,0,0
0,1,1,7/18/2011,8/16/2011,29,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,2,0,41,41,0,0,0,0,0,0,0
0,1,0,5/17/2011,12/12/2012,575,1,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,1,1,0,0,0,20,66,0,43,44,0,0,1360,1360,0,0,0
0,1,1,10/3/2011,11/23/2011,51,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,4,1,22,22,8,0,0,0,0,0,0
0,1,0,5/25/2011,2/9/2012,260,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,1,0,3,18,0,27,28,1,0,1000,1000,0,0,1
0,0,0,4/26/2011,6/23/2011,58,1,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,2,0,38,39,4,0,0,0,0,0,0
0,1,1,5/4/2011,10/28/2011,177,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,0,3,0,59,59,3,0,500,0,0,0,1
0,1,1,9/8/2011,10/24/2011,46,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,1,0,3,1,50,50,2,0,0,0,0,0,0
1,0,0,7/8/2011,7/27/2011,19,0,0,38,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,1,46,46,0,0,0,0,0,0,0
0,1,1,8/7/2012,8/21/2012,14,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,1,0,0,0,38,38,0,0,0,0,0,0,0
0,1,0,5/13/2013,7/29/2013,77,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,6,0,0,63,63,3,1,1942,0,0,0,1
0,0,1,6/10/2011,8/16/2013,798,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,0,0,0,0,6,20,0,41,43,0,0,0,0,0,0,1
0,0,0,4/27/2011,5/5/2011,8,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,37,37,0,0,0,0,0,0,0
0,1,1,4/28/2011,7/22/2011,85,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,3,0,46,46,4,0,0,0,0,0,0
0,0,0,4/28/2011,1/10/2012,257,1,0,36,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,0,0,0,9,0,26,27,0,0,1600,1600,0,0,1
1,0,0,4/28/2011,10/3/2012,524,0,0,39,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,1,0,1,0,7,17,0,55,56,10,0,780,0,0,0,1
0,0,0,7/20/2011,6/3/2014,1049,0,0,37,8,0,0,1,1,2,4,0,1,1,0,0,0,0,1,0,81,55,0,56,58,8,0,0,0,1,1,1
0,1,0,7/15/2011,6/3/2014,1054,0,0,-99,6,0,0,1,1,2,2,0,1,1,0,0,0,0,1,0,66,19,0,56,59,8,0,721,0,2,1,1
0,0,1,4/30/2011,5/27/2011,27,0,0,27,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,0,0,0,7,0,38,38,0,0,809,0,0,0,1
0,0,1,5/31/2013,6/4/2013,4,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,1,0,0,25,25,34,5,0,0,0,0,0
0,1,0,8/9/2011,7/9/2012,335,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,5,0,28,29,0,0,0,0,0,0,0
0,0,0,4/30/2011,8/15/2011,107,0,0,26,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,10,0,19,19,10,0,0,0,0,0,1
0,1,0,4/30/2011,6/10/2011,41,0,0,36,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,0,4,0,44,44,13,3,1200,500,0,0,1
0,1,0,5/29/2012,6/4/2012,6,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,2,0,43,43,8,0,0,0,0,0,0
1,1,0,8/5/2011,3/7/2012,215,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,0,0,0,10,0,56,57,0,0,1800,1800,0,1,1
1,1,0,6/10/2011,8/4/2011,55,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,3,0,47,47,0,0,2000,2000,0,0,0
0,1,1,5/2/2011,7/28/2011,87,0,0,27,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,0,1,74,74,0,0,0,0,0,0,0
0,1,0,5/2/2011,6/3/2011,32,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,2,0,40,40,0,0,0,0,0,0,0
1,0,0,8/10/2011,9/14/2011,35,0,0,36,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,1,1,0,0,4,1,48,48,6,5,0,0,0,0,0
0,1,1,5/3/2011,11/15/2011,196,1,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,1,0,1,0,0,9,0,52,52,5,0,0,0,0,0,1
0,1,0,12/12/2011,3/11/2012,90,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,0,0,1,42,42,28,2,0,0,0,0,1
1,1,0,2/2/2012,4/10/2012,68,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,3,5,0,30,30,7,0,1020,1020,0,0,1
0,0,1,6/5/2014,9/18/2014,105,0,0,-99,10,1,0,1,3,0,2,3,-1,0,1,1,0,0,1,0,10,2,0,23,24,11,0,0,0,2,0,0
0,1,0,5/4/2011,8/5/2011,93,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,1,1,0,0,4,1,30,31,12,5,0,0,0,0,0
0,0,0,5/14/2011,1/3/2013,600,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,50,130,0,26,28,22,0,509,0,2,0,1
0,0,1,5/25/2011,8/11/2011,78,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,4,0,46,46,6,0,0,0,0,0,0
0,1,0,5/6/2011,7/11/2011,66,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,3,0,34,34,4,1,0,0,0,0,0
0,0,0,5/5/2011,7/25/2011,81,0,0,35,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,4,1,20,20,14,0,800,800,0,0,0
0,1,1,6/25/2013,8/21/2013,57,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,0,0,3,0,22,22,0,1,0,0,0,0,0
0,0,0,5/5/2011,5/22/2012,383,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,1,1,0,7,13,1,38,39,53,4,1200,1200,0,0,0
0,0,0,5/12/2011,9/12/2011,123,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,0,6,1,45,45,13,0,900,900,0,0,1
1,1,0,7/20/2011,6/8/2012,324,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,13,14,1,27,28,2,2,0,0,0,0,0
1,1,0,9/28/2011,12/27/2011,90,0,0,38,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,0,4,0,50,50,2,3,1200,1200,0,0,0
0,1,0,12/29/2011,7/4/2012,188,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,1,5,1,55,55,30,11,0,0,0,0,0
1,1,0,5/6/2011,5/17/2011,11,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,1,1,32,33,0,0,0,0,0,0,0
0,0,1,5/7/2011,6/3/2011,27,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,2,0,38,38,2,0,0,0,0,0,0
0,0,0,5/28/2011,1/13/2012,230,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,18,0,45,46,4,0,0,0,0,0,1
1,1,0,5/9/2011,9/12/2011,126,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,0,0,4,1,37,37,0,0,300,300,0,0,0
1,0,0,5/9/2011,9/12/2011,126,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,0,1,0,5,1,25,25,0,0,0,0,0,0,0
0,0,0,7/1/2011,2/1/2013,581,0,0,37,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,0,0,30,0,55,56,7,3,710,0,1,0,1
0,0,1,5/7/2011,7/25/2011,79,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,0,0,4,0,40,40,1,0,1200,1200,0,0,0
1,0,0,11/17/2014,12/8/2014,21,0,0,-99,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,19,19,0,0,0,0,0,0,1
