Race,Gender,Ethnicity,BeginDate,EndDate,LOS,AA,Wellness,SSM,VITotal,VIFamily,VISingle,VIHistory,VIRisk,VIDaily,VIWellness,VIFamilyUnit,Outcome,HousingPlacement,Family,JobPlacement,JobTraining,CriminalHistory,Issues,ChronicHomeless,CaseMgmt,PartnerServices,Recidivism,AgeEntry,AgeExit,IssueScore,CrimeScore,Exit,EarnedExit,BenefitsExit,PSH,HPOutcome
0,0,1,11/24/2014,12/10/2014,16,0,0,-99,7,1,0,0,2,1,1,2,1,0,1,0,0,1,1,0,2,1,0,41,41,19,1,2796,0,1,0,1
0,0,0,6/7/2010,11/18/2011,529,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,1,0,1,1,0,13,0,53,55,23,0,600,600,0,0,0
0,1,1,6/24/2010,10/7/2010,105,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,1,45,45,13,3,670,0,0,0,0
0,1,0,6/15/2011,7/25/2011,40,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,2,1,40,40,23,6,674,0,0,0,0
1,0,0,6/24/2010,3/1/2011,250,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,0,0,1,0,52,53,11,0,0,0,0,0,1
0,0,0,9/16/2010,10/19/2010,33,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,0,21,21,13,0,0,0,0,0,0
0,1,1,4/18/2012,6/11/2012,54,0,0,29,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,1,0,4,1,55,55,53,5,0,0,0,0,0
1,1,1,7/8/2010,7/21/2010,13,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,0,57,57,8,0,0,0,0,0,0
1,1,0,5/6/2010,3/2/2011,300,0,0,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,2,1,49,50,16,2,0,0,0,0,0
1,0,0,9/8/2011,2/23/2012,168,0,0,38,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,1,0,0,3,0,36,36,3,0,0,0,0,0,1
1,1,0,10/5/2012,12/16/2012,72,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,0,0,7,0,1,56,57,0,0,0,0,0,1,1
0,1,0,6/26/2010,12/16/2012,904,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,1,0,3,29,1,40,42,12,4,1000,1000,0,1,1
0,1,1,6/28/2010,6/30/2010,2,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,1,42,42,0,0,0,0,0,0,0
0,1,1,10/17/2012,5/15/2013,210,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,24,6,0,56,56,15,0,1038,0,1,0,1
0,1,1,12/8/2010,2/15/2011,69,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,1,0,0,0,2,0,26,26,0,1,440,0,1,0,1
0,1,1,3/7/2014,6/3/2014,88,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,2,1,66,66,17,0,0,0,0,0,0
1,1,0,10/21/2010,11/5/2010,15,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,45,45,8,0,0,0,0,0,0
1,1,0,11/21/2012,12/13/2012,22,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,1,0,1,0,68,68,11,0,0,0,0,0,1
0,1,1,5/7/2010,2/23/2011,292,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,1,1,54,54,43,6,0,0,0,0,0
0,1,1,2/18/2014,2/27/2014,9,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,1,0,0,1,42,42,42,4,840,0,2,0,0
0,1,1,6/14/2010,6/25/2010,11,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,1,1,34,34,22,6,0,0,0,0,0
0,1,0,4/1/2011,4/7/2011,6,1,0,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,43,43,4,1,0,0,0,0,0
0,1,1,7/10/2010,3/9/2012,608,0,0,23,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,3,14,1,61,63,4,0,0,0,0,0,0
0,0,0,5/17/2013,11/9/2013,176,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,1,1,1,34,7,1,30,30,4,1,0,0,0,0,0
0,1,0,11/10/2010,2/16/2012,463,0,0,22,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,0,1,0,0,12,1,35,37,7,0,1160,1160,1,0,0
0,0,1,7/6/2010,10/4/2010,90,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,1,1,38,38,25,0,0,0,0,0,0
0,0,0,12/6/2010,7/30/2011,236,0,0,27,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,0,1,1,0,5,0,53,54,4,0,0,0,0,0,0
0,1,0,7/29/2010,12/21/2010,145,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,19,20,12,0,0,0,0,0,0
0,1,0,4/27/2010,5/25/2010,28,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,42,42,38,3,0,0,0,0,0
0,1,0,7/10/2010,9/15/2010,67,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,1,0,0,0,1,33,33,36,0,674,0,0,0,0
1,1,0,2/26/2014,8/12/2014,167,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,0,1,42,42,15,10,0,0,0,0,0
0,1,0,5/27/2011,6/25/2012,395,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,3,9,0,40,41,14,0,2700,1200,0,1,1
0,1,1,4/30/2010,6/14/2010,45,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,1,46,46,10,0,0,0,0,0,0
1,1,0,8/15/2012,9/27/2012,43,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,0,44,44,20,0,0,0,0,0,0
1,1,1,11/19/2012,2/22/2013,95,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,3,1,56,57,27,3,0,0,0,0,0
1,1,0,4/30/2010,1/31/2011,276,0,0,34,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,1,1,1,0,1,1,54,55,15,4,320,320,0,0,1
1,0,0,4/18/2014,6/3/2014,46,0,0,-99,7,0,0,0,1,2,4,0,-1,0,0,0,1,1,1,0,1,8,0,31,31,7,1,0,0,0,0,0
1,1,0,7/16/2013,8/28/2013,43,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,0,1,51,51,55,3,0,0,0,0,0
0,1,0,6/4/2010,6/11/2010,7,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,0,1,50,50,0,0,0,0,0,0,0
0,1,0,12/13/2010,6/21/2011,190,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,1,5,0,33,34,10,0,0,0,0,0,0
0,0,0,6/15/2011,10/17/2011,124,0,0,26,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,8,0,35,36,71,6,0,0,0,0,0
1,1,0,7/25/2012,7/26/2012,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,1,0,0,0,46,46,0,0,0,0,0,0,0
0,1,0,3/4/2013,5/28/2013,85,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,0,2,0,49,49,4,1,1000,1000,0,0,1
0,0,0,10/26/2010,11/8/2011,378,0,0,24,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,79,0,54,55,27,1,0,0,0,0,0
0,1,0,6/15/2010,8/12/2010,58,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0
0,0,0,11/8/2012,4/14/2014,522,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,1,22,18,0,29,30,26,0,0,0,0,0,0
0,0,0,3/14/2014,5/16/2014,63,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,1,0,7,3,0,37,37,34,1,2770,2770,0,0,1
0,0,0,3/6/2014,7/9/2014,125,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,1,0,0,0,55,56,49,0,915,0,1,0,1
0,1,0,5/6/2010,5/6/2010,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,0,0,1,49,49,0,2,0,0,0,0,0
0,0,0,8/13/2011,1/23/2012,163,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,0,4,1,38,39,47,3,817,0,0,0,1
1,1,0,7/28/2010,8/13/2010,16,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,40,40,22,0,0,0,0,0,0
0,0,0,3/26/2013,7/31/2013,127,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,15,10,1,52,53,23,0,0,0,0,0,0
1,1,0,10/6/2011,3/28/2012,174,1,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,1,44,45,39,6,800,0,0,0,0
1,1,0,10/17/2011,2/2/2012,108,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,1,0,2,1,43,44,12,3,800,800,0,0,1
0,1,0,11/2/2011,11/8/2011,6,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,1,1,58,58,6,1,0,0,0,0,0
0,1,0,8/28/2013,11/28/2013,92,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,1,1,0,0,7,1,38,38,15,1,0,0,0,0,0
0,1,1,6/19/2012,11/29/2012,163,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,1,0,1,0,12,104,0,47,48,0,0,250,250,0,0,1
1,1,0,6/22/2012,3/21/2013,272,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,1,1,0,0,14,0,45,46,32,6,0,0,0,0,0
1,0,0,5/24/2012,1/30/2013,251,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,1,28,52,0,48,49,17,2,720,0,0,1,1
1,0,0,1/17/2012,2/9/2012,23,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,0,1,38,38,20,3,0,0,0,0,0
0,1,0,7/22/2010,6/11/2012,690,1,0,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,0,1,1,46,48,0,3,0,0,0,0,0
0,0,1,6/11/2010,8/4/2010,54,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,1,46,46,43,0,0,0,0,0,0
0,0,1,9/13/2010,11/2/2010,50,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0,0,1,30,30,24,0,674,0,0,0,0
1,1,0,7/29/2010,1/11/2011,166,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,53,54,0,0,674,0,0,0,0
1,1,0,11/7/2013,3/7/2014,120,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,2,1,53,53,35,7,0,0,0,0,0
0,1,1,6/28/2010,3/2/2011,247,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,3,0,48,49,29,0,420,0,0,0,0
0,1,1,6/15/2011,8/3/2011,49,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,3,1,42,42,13,0,0,0,0,0,0
1,1,0,7/15/2010,10/29/2010,106,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,48,49,12,0,0,0,0,0,0
0,0,1,12/29/2010,2/1/2011,34,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,0,0,1,0,54,54,3,0,600,0,0,0,1
0,0,0,11/18/2010,11/18/2010,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,1,46,46,19,2,0,0,0,0,0
0,0,0,12/17/2010,1/4/2011,18,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,1,49,49,11,0,0,0,0,0,0
0,1,1,12/24/2010,1/20/2011,27,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,2,0,31,31,0,0,0,0,0,0,0
0,0,0,6/16/2011,5/25/2012,344,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,0,14,13,0,30,31,4,0,800,800,0,1,1
0,1,1,7/14/2010,1/27/2011,197,0,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,1,41,41,18,5,200,200,0,0,0
0,0,1,7/21/2010,8/10/2010,20,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,45,46,26,0,0,0,0,0,0
0,1,0,6/15/2012,8/21/2012,67,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,6,1,51,51,38,2,0,0,0,0,0
1,1,0,10/22/2010,4/8/2011,168,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,0,0,4,0,55,56,0,0,674,0,0,0,1
1,0,0,8/27/2012,10/31/2012,65,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,1,1,0,0,2,1,51,52,42,2,0,0,0,0,0
1,1,0,5/1/2013,12/23/2013,236,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,12,4,0,66,67,5,0,730,0,3,1,1
1,1,0,2/15/2012,5/31/2012,106,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,9,1,0,49,49,0,3,0,0,0,0,0
0,1,0,4/28/2010,6/18/2012,782,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,1,0,1,1,5,65,0,51,53,8,0,1300,1300,0,0,1
1,1,0,12/27/2012,12/31/2012,4,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,1,32,32,10,6,0,0,0,0,0
0,0,0,8/25/2010,11/18/2010,85,0,0,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,1,61,61,7,0,0,0,0,0,0
0,1,1,7/29/2010,8/15/2011,382,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,1,0,8,0,51,52,4,0,0,0,0,0,0
0,1,0,4/30/2014,6/2/2014,33,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,1,0,54,54,24,2,0,0,0,0,0
1,1,0,8/9/2012,9/12/2012,34,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,1,0,1,1,60,60,20,3,0,0,0,0,1
0,1,0,9/23/2013,8/27/2014,338,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,1,1,5,5,0,31,31,18,0,1300,1300,0,0,1
0,1,0,4/13/2012,5/15/2014,762,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,1,113,49,0,59,61,33,0,1500,0,1,1,1
0,0,0,2/9/2012,2/21/2012,12,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,0,1,43,43,51,1,0,0,0,0,0
1,1,0,8/2/2010,11/2/2010,92,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1,0,1,0,0,0,1,30,30,23,0,0,0,0,0,0
0,1,0,4/27/2010,7/9/2013,1169,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,30,25,1,54,57,0,1,0,0,0,0,0
0,0,1,12/3/2010,1/6/2011,34,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,1,1,68,68,10,0,674,0,0,0,0
1,1,0,9/20/2010,11/4/2010,45,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,57,57,23,0,100,100,0,0,0
0,1,0,4/29/2010,10/14/2010,168,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,1,63,64,36,4,674,0,0,0,0
0,1,0,4/18/2012,8/13/2012,117,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,9,0,52,52,8,1,0,0,0,0,0
0,1,0,3/21/2014,3/23/2014,2,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,0,46,46,50,5,0,0,0,0,0
0,0,1,3/12/2012,6/19/2012,99,0,0,40,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,7,4,1,43,43,16,6,698,0,0,0,1
1,1,0,12/4/2010,11/18/2011,349,1,0,45,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,1,1,0,1,7,1,32,33,26,7,1440,1440,0,0,0
0,1,0,7/2/2010,9/7/2011,432,1,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,0,0,13,1,54,56,17,0,500,500,0,0,0
0,0,0,9/1/2010,9/1/2010,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,24,24,4,0,0,0,0,0,0
0,1,0,8/27/2013,2/25/2014,182,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,1,0,10,0,57,58,0,0,0,0,0,0,0
1,0,0,11/15/2013,4/29/2014,165,0,0,-99,5,0,0,1,1,2,1,0,-1,0,0,0,0,1,1,0,3,2,0,25,26,9,3,600,600,0,0,0
0,0,0,10/1/2010,1/15/2013,837,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,31,0,61,63,2,0,350,0,1,1,1
0,1,1,8/23/2010,9/3/2010,11,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,34,34,8,0,0,0,0,0,0
1,1,0,3/26/2013,4/28/2014,398,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,1,13,5,0,61,62,11,0,1500,0,0,0,1
0,0,0,5/6/2011,7/25/2011,80,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,1,0,0,0,3,0,22,22,0,3,400,0,0,0,0
1,1,0,7/6/2012,9/26/2012,82,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,5,1,56,56,19,0,0,0,0,0,0
0,1,0,11/12/2010,12/13/2010,31,0,0,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,60,60,8,0,1300,0,0,0,0
1,1,0,6/24/2010,10/6/2010,104,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0
0,1,1,6/3/2010,3/3/2011,273,0,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,2,0,50,51,6,0,763,0,0,0,1
1,1,0,6/26/2010,10/29/2010,125,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,57,57,16,1,600,0,0,0,0
1,0,0,11/8/2012,4/10/2014,518,0,0,-99,5,0,0,1,0,2,2,0,1,1,0,0,1,0,1,0,80,24,0,45,46,6,0,0,0,1,1,1
0,1,1,9/17/2013,5/1/2014,226,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,13,13,1,57,58,13,3,720,0,1,0,0
1,1,0,6/25/2010,7/22/2010,27,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,0,58,58,20,4,0,0,0,0,0
1,1,0,5/9/2012,5/9/2012,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,51,51,33,0,0,0,0,0,0
0,0,0,2/15/2012,2/27/2012,12,0,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,0,0,25,25,21,3,0,0,0,0,0
0,0,1,7/25/2013,10/10/2014,442,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,0,42,55,0,30,32,20,1,1330,600,2,1,1
0,1,0,11/7/2012,12/26/2012,49,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,35,1,33,33,33,8,0,0,0,0,0
0,1,0,1/27/2012,1/27/2012,0,0,0,31,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,15,4,1,58,58,4,4,1700,0,0,0,1
0,1,0,3/5/2013,11/2/2013,242,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,15,1,0,66,67,4,1,918,0,2,0,1
1,1,0,7/2/2010,11/29/2010,150,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,0,0,0,1,31,31,6,0,0,0,0,0,1
1,0,0,3/4/2014,3/25/2014,21,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,1,0,55,55,9,1,975,0,0,0,0
0,0,0,11/29/2010,9/18/2011,293,0,0,26,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,1,0,7,1,48,49,15,0,874,0,0,0,1
0,1,0,4/25/2012,5/9/2012,14,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,0,46,46,24,3,0,0,0,0,0
0,0,0,10/25/2012,5/8/2013,195,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,11,30,0,43,44,15,0,0,0,0,0,0
0,1,0,7/12/2010,8/13/2010,32,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,1,53,53,3,0,0,0,0,0,0
0,0,0,10/22/2010,9/8/2011,321,0,0,24,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,1,1,0,10,1,31,32,11,0,0,0,0,0,1
1,1,1,2/14/2012,5/18/2012,94,0,0,33,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,0,1,0,1,2,0,43,43,3,0,1430,1430,0,0,0
1,1,0,8/20/2010,12/19/2012,852,0,0,30,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,1,0,0,0,11,18,0,53,55,0,0,1250,1250,0,1,1
1,1,0,12/16/2011,3/3/2012,78,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,3,1,59,59,3,3,0,0,0,0,0
0,1,1,9/4/2012,9/5/2012,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,56,56,13,0,0,0,0,0,0
1,0,0,2/9/2012,2/15/2012,6,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,0,1,30,30,8,3,0,0,0,0,0
0,1,0,8/12/2010,12/31/2010,141,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,1,40,41,3,0,0,0,0,0,0
1,1,0,8/2/2012,2/9/2013,191,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,38,1,31,31,23,0,0,0,0,0,0
1,0,0,8/28/2014,12/24/2014,118,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,1,0,8,0,57,57,17,0,0,0,0,0,1
1,1,0,8/25/2010,5/31/2011,279,1,0,28,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,1,0,4,1,47,48,4,0,0,0,0,0,0
1,0,0,8/14/2013,4/25/2014,254,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,27,8,1,53,54,72,6,1764,0,2,0,1
0,1,0,5/4/2011,12/14/2012,590,0,0,43,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,0,0,8,0,55,57,23,0,0,0,0,1,1
0,1,0,9/27/2011,11/8/2011,42,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,3,1,49,49,11,4,0,0,0,0,0
0,0,0,6/14/2010,1/10/2011,210,0,0,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,1,31,32,7,0,0,0,0,0,0
0,1,0,6/23/2010,3/1/2011,251,1,0,26,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,0,4,1,53,54,30,5,0,0,0,0,0
1,1,0,6/26/2010,10/24/2011,485,0,0,28,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,1,0,1,0,0,12,1,58,59,5,0,1000,1000,0,0,1
0,1,0,4/25/2014,5/12/2014,17,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,1,60,60,27,2,0,0,0,0,0
1,1,0,4/9/2012,7/5/2012,87,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,1,0,1,7,1,61,62,14,0,0,0,0,0,0
0,0,1,4/29/2013,5/22/2013,23,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,1,30,30,20,1,0,0,0,0,0
0,1,1,6/1/2010,2/9/2011,253,1,0,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,3,1,42,42,9,3,0,0,0,0,0
1,1,0,7/20/2011,11/11/2011,114,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,0,5,0,53,54,17,0,0,0,0,0,1
